4,0,0
8,0,0
12,0,0
16,0,0
20,0,0
24,0,0
28,0,0
32,0,0
36,0,0
40,0,0
44,0,0
48,0,0
52,0,0
56,0,0
60,0,0
64,0,0
68,0,0
72,0,0
76,0,0
80,0,0
84,0,0
88,0,0
92,0,0
96,0,0
100,0,0
104,0,0
108,0,0
112,0,0
116,0,0
120,0,0
124,0,0
128,0,0
132,0,0
136,0,0
140,0,0
144,0,0
148,0,0
152,0,0
156,0,0
160,0,0
164,0,0
168,0,0
172,0,0
176,0,0
180,0,0
184,0,0
188,0,0
192,0,0
196,0,0
200,0,0
204,0,0
208,0,0
212,0,0
216,0,0
220,0,0
224,0,0
228,0,0
232,0,0
236,0,0
240,0,0
244,0,0
248,0,0
252,0,0
256,0,0
260,0,0
264,0,0
268,0,0
272,0,0
276,0,0
280,0,0
284,0,0
288,0,0
292,0,0
296,0,0
300,0,0
304,0,0
308,0,0
312,0,0
316,0,0
320,0,0
324,0,0
328,0,0
332,0,0
336,0,0
340,0,0
344,0,0
348,0,0
352,0,0
356,0,0
360,0,0
364,0,0
368,0,0
372,0,0
376,0,0
380,0,0
384,0,0
388,0,0
392,0,0
396,0,0
400,0,0
404,0,0
408,0,0
412,0,0
416,0,0
420,0,0
424,0,0
428,0,0
432,0,0
436,0,0
440,0,0
444,0,0
448,0,0
452,0,0
456,0,0
460,0,0
464,0,0
468,0,0
472,0,0
476,0,0
480,0,0
484,0,0
488,0,0
492,0,0
496,0,0
500,0,0
504,0,0
508,0,0
512,0,0
516,0,0
520,0,0
524,0,0
528,0,0
532,0,0
536,0,0
540,0,0
544,0,0
548,0,0
552,0,0
556,0,0
560,0,0
564,0,0
568,0,0
572,0,0
576,0,0
580,0,0
584,0,0
588,0,0
592,0,0
596,0,0
600,0,0
604,0,0
608,0,0
612,0,0
616,0,0
620,0,0
624,0,0
628,0,0
632,0,0
636,0,0
640,0,0
644,0,0
648,0,0
652,0,0
656,0,0
660,0,0
664,0,0
668,0,0
672,0,0
676,0,0
680,0,0
684,0,0
688,0,0
692,0,0
696,0,0
700,0,0
704,0,0
708,0,0
712,0,0
716,0,0
720,0,0
724,0,0
728,0,0
732,0,0
736,0,0
740,0,0
744,0,0
748,0,0
752,0,0
756,0,0
760,0,0
764,0,0
768,0,0
772,0,0
776,0,0
780,0,0
784,0,0
788,0,0
792,0,0
796,0,0
800,0,0
804,0,0
808,0,0
812,0,0
816,0,0
820,0,0
824,0,0
828,0,0
832,0,0
836,0,0
840,0,0
844,0,0
848,0,0
852,0,0
856,0,0
860,0,0
864,0,0
868,0,0
872,0,0
876,0,0
880,0,0
884,0,0
888,0,0
892,0,0
896,0,0
900,0,0
904,0,0
908,0,0
912,0,0
916,0,0
920,0,0
924,0,0
928,0,0
932,0,0
936,0,0
940,0,0
944,0,0
948,0,0
952,0,0
956,0,0
960,0,0
964,0,0
968,0,0
972,0,0
976,0,0
980,0,0
984,0,0
988,0,0
992,0,0
996,0,0
1000,0,0
1004,0,0
1008,0,0
1012,0,0
1016,0,0
1020,0,0
1024,0,0
1028,0,0
1032,0,0
1036,0,0
1040,0,0
1044,0,0
1048,0,0
1052,0,0
1056,0,0
1060,0,0
1064,0,0
1068,0,0
1072,0,0
1076,0,0
1080,0,0
1084,0,0
1088,0,0
1092,0,0
1096,0,0
1100,0,0
1104,0,0
1108,0,0
1112,0,0
1116,0,0
1120,0,0
1124,0,0
1128,0,0
1132,0,0
1136,0,0
1140,0,0
1144,0,0
1148,0,0
1152,0,0
1156,0,0
1160,0,0
1164,0,0
1168,0,0
1172,0,0
1176,0,0
1180,0,0
1184,0,0
1188,0,0
1192,0,0
1196,0,0
1200,0,0
1204,0,0
1208,0,0
1212,0,0
1216,0,0
1220,0,0
1224,0,0
1228,0,0
1232,0,0
1236,0,0
1240,0,0
1244,0,0
1248,0,0
1252,0,0
1256,0,0
1260,0,0
1264,0,0
1268,0,0
1272,0,0
1276,0,0
1280,0,0
1284,0,0
1288,0,0
1292,0,0
1296,0,0
1300,0,0
1304,0,0
1308,0,0
1312,0,0
1316,0,0
1320,0,0
1324,0,0
1328,0,0
1332,0,0
1336,0,0
1340,0,0
1344,0,0
1348,0,0
1352,0,0
1356,0,0
1360,0,0
1364,0,0
1368,0,0
1372,0,0
1376,0,0
1380,0,0
1384,0,0
1388,0,0
1392,0,0
1396,0,0
1400,0,0
1404,0,0
1408,0,0
1412,0,0
1416,0,0
1420,0,0
1424,0,0
1428,0,0
1432,0,0
1436,0,0
1440,0,0
1444,0,0
1448,0,0
1452,0,0
1456,0,0
1460,0,0
1464,0,0
1468,0,0
1472,0,0
1476,0,0
1480,0,0
1484,0,0
1488,0,0
1492,0,0
1496,0,0
1500,0,0
1504,0,0
1508,0,0
1512,0,0
1516,0,0
1520,0,0
1524,0,0
1528,0,0
1532,0,0
1536,0,0
1540,0,0
1544,0,0
1548,0,0
1552,0,0
1556,0,0
1560,0,0
1564,0,0
1568,0,0
1572,0,0
1576,0,0
1580,0,0
1584,0,0
1588,0,0
1592,0,0
1596,0,0
1600,0,0
1604,0,0
1608,0,0
1612,0,0
1616,0,0
1620,0,0
1624,0,0
1628,0,0
1632,0,0
1636,0,0
1640,0,0
1644,0,0
1648,0,0
1652,0,0
1656,0,0
1660,0,0
1664,0,0
1668,0,0
1672,0,0
1676,0,0
1680,0,0
1684,0,0
1688,0,0
1692,0,0
1696,0,0
1700,0,0
1704,0,0
1708,0,0
1712,0,0
1716,0,0
1720,0,0
1724,0,0
1728,0,0
1732,0,0
1736,0,0
1740,0,0
1744,0,0
1748,0,0
1752,0,0
1756,0,0
1760,0,0
1764,0,0
1768,0,0
1772,0,0
1776,0,0
1780,0,0
1784,0,0
1788,0,0
1792,0,0
1796,0,0
1800,0,0
1804,0,0
1808,0,0
1812,-0.00011,-0.000292506274335
1816,-0.00034,-0.00090411030249
1820,-0.00059,-0.001568897289615
1824,-0.00086,-0.00228686723571
1828,-0.00114,-0.00303142866129
1832,-0.00145,-0.003855764525325
1836,-0.00176,-0.00468010038936
1840,-0.00207,-0.005504436253395
1844,-0.00238,-0.00632877211743
1848,-0.00269,-0.007153107981465
1852,-0.00299,-0.007950852366015
1856,-0.00326,-0.00866882231211
1860,-0.00351,-0.009333609299235
1864,-0.00373,-0.009918621847905
1868,-0.00391,-0.010397268478635
1872,-0.00404,-0.01074295771194
1876,-0.00412,-0.01095568954782
1880,-0.00413,-0.010982281027305
1884,-0.00408,-0.01084932362988
1888,-0.00395,-0.010503634396575
1892,-0.00373,-0.009918621847905
1896,-0.00344,-0.00914746894284
1900,-0.00304,-0.00808380976344
1904,-0.00254,-0.00675423578919
1908,-0.00193,-0.005132155540605
1912,-0.00122,-0.00324416049717
1916,-0.00039,-0.001037067699915
1920,0.00049,0.001302982494765
1924,0.00156,0.00414827079966
1928,0.00276,0.00733924833786
1932,0.00408,0.01084932362988
1936,0.00553,0.014705088155205
1940,0.00711,0.018906541913835
1944,0.00882,0.02345368490577
1948,0.01066,0.02834651713101
1952,0.01262,0.03355844711007
1956,0.01471,0.039116066322435
1960,0.01693,0.045019374768105
1964,0.01927,0.051241780967595
1968,0.02173,0.057783284920905
1972,0.02431,0.064643886628035
1976,0.027,0.0717969946095
1980,0.02981,0.079269200344785
1984,0.03273,0.087033912354405
